uid,year,state,cigsale,lnincome,beer,age15to24,retprice,time,california,cal_trend,tax_dummy,tax_trend,cal_tax_dummy,cal_tax_trend
934,1973,South Dakota,103.5,9.8087807,,0.1841199,39.599998,3,0,0,0,0,0,0
935,1974,South Dakota,108.4,9.6978235,,0.18593369,40.400002,4,0,0,0,0,0,0
936,1975,South Dakota,113.5,9.6944618,,0.1877474,42.799999,5,0,0,0,0,0,0
937,1976,South Dakota,116.7,9.6236677,,0.1895612,45,6,0,0,0,0,0,0
938,1977,South Dakota,115.6,9.6784782,,0.1913749,46.400002,7,0,0,0,0,0,0
939,1978,South Dakota,116.9,9.7567081,,0.1931887,53.200001,8,0,0,0,0,0,0
940,1979,South Dakota,117.4,9.752883,,0.1950025,54.099998,9,0,0,0,0,0,0
941,1980,South Dakota,114.7,9.6161861,,0.19681621,58.799999,10,0,0,0,0,0,0
942,1981,South Dakota,115.7,9.6657171,,0.1910096,62.299999,11,0,0,0,0,0,0
943,1982,South Dakota,113,9.6491127,,0.185203,68,12,0,0,0,0,0,0
944,1983,South Dakota,109.8,9.655467,,0.1793965,78.800003,13,0,0,0,0,0,0
945,1984,South Dakota,105.7,9.7210913,21.700001,0.1735899,89.800003,14,0,0,0,0,0,0
946,1985,South Dakota,104.4,9.719058,20.9,0.16778331,92.300003,15,0,0,0,0,0,0
947,1986,South Dakota,97,9.7537327,21.200001,0.1619767,108.5,16,0,0,0,0,0,0
948,1987,South Dakota,95.800003,9.7795067,21.5,0.1561701,113.7,17,0,0,0,0,0,0
949,1988,South Dakota,91.900002,9.7653551,21,0.1503635,124.7,18,0,0,0,0,0,0
950,1989,South Dakota,87.400002,9.8142815,21.6,0.14455689,130.10001,19,0,0,1,0,0,0
951,1990,South Dakota,88.300003,9.8617363,23.4,0.1387504,138.89999,20,0,0,1,1,0,0
952,1991,South Dakota,91.800003,9.8698616,23.5,,150.3,21,0,0,1,2,0,0
953,1992,South Dakota,93,9.8960752,23.6,,163,22,0,0,1,3,0,0
954,1993,South Dakota,91.599998,9.9023857,23.5,,180.3,23,0,0,1,4,0,0
955,1994,South Dakota,94.800003,9.9720716,24.299999,,154.39999,24,0,0,1,5,0,0
956,1995,South Dakota,98.599998,9.924325,23.700001,,162.10001,25,0,0,1,6,0,0
957,1996,South Dakota,92.300003,9.9879084,24.299999,,171.2,26,0,0,1,7,0,0
958,1997,South Dakota,88.800003,9.9555626,24.1,,181.7,27,0,0,1,8,0,0
959,1998,South Dakota,88.300003,,,,192.8,28,0,0,1,9,0,0
960,1999,South Dakota,83.5,,,,207.89999,29,0,0,1,10,0,0
961,2000,South Dakota,75.099998,,,,272.89999,30,0,0,1,11,0,0
962,1970,Tennessee,99.800003,,,0.1780438,39.900002,0,0,0,0,0,0,0
963,1971,Tennessee,106.3,,,0.1788193,41.599998,1,0,0,0,0,0,0
964,1972,Tennessee,111.5,9.5697165,,0.1795947,41.599998,2,0,0,0,0,0,0
965,1973,Tennessee,109.7,9.6309748,,0.1803702,40.799999,3,0,0,0,0,0,0
966,1974,Tennessee,114.8,9.6094961,,0.18114559,42.5,4,0,0,0,0,0,0
967,1975,Tennessee,117.4,9.5845461,,0.18192109,45.299999,5,0,0,0,0,0,0
968,1976,Tennessee,121.7,9.6320295,,0.18269651,48.299999,6,0,0,0,0,0,0
969,1977,Tennessee,124.6,9.6559906,,0.1834719,49.599998,7,0,0,0,0,0,0
970,1978,Tennessee,127.3,9.7006721,,0.1842474,54.799999,8,0,0,0,0,0,0
971,1979,Tennessee,127.2,9.6905422,,0.18502291,57.299999,9,0,0,0,0,0,0
972,1980,Tennessee,130.39999,9.6576977,,0.1857983,60.299999,10,0,0,0,0,0,0
973,1981,Tennessee,129.10001,9.6552153,,0.1821052,63.700001,11,0,0,0,0,0,0
974,1982,Tennessee,131.39999,9.6426888,,0.1784122,68.300003,12,0,0,0,0,0,0
975,1983,Tennessee,129,9.6723413,,0.1747191,79.099998,13,0,0,0,0,0,0
976,1984,Tennessee,125.1,9.7292414,19.700001,0.17102601,88.300003,14,0,0,0,0,0,0
977,1985,Tennessee,128.7,9.7570047,19.799999,0.1673329,92.5,15,0,0,0,0,0,0
978,1986,Tennessee,129,9.8143263,20.9,0.1636398,98.800003,16,0,0,0,0,0,0
979,1987,Tennessee,130.60001,9.8423405,21,0.1599468,103.5,17,0,0,0,0,0,0
980,1988,Tennessee,125.3,9.8646994,21.5,0.1562537,112.1,18,0,0,0,0,0,0
981,1989,Tennessee,124.7,9.8788528,21.1,0.15256061,121.5,19,0,0,1,0,0,0
982,1990,Tennessee,121.8,9.8795033,21.9,0.1488675,135,20,0,0,1,1,0,0
983,1991,Tennessee,120.6,9.8746862,21.4,,137.39999,21,0,0,1,2,0,0
984,1992,Tennessee,121,9.9114437,21.700001,,163.89999,22,0,0,1,3,0,0
985,1993,Tennessee,120.8,9.925889,21.6,,170.2,23,0,0,1,4,0,0
986,1994,Tennessee,118.8,9.9606895,21.5,,150.3,24,0,0,1,5,0,0
987,1995,Tennessee,125.4,10.02626,21.4,,153,25,0,0,1,6,0,0
988,1996,Tennessee,119.2,10.0345,21.5,,155.89999,26,0,0,1,7,0,0
989,1997,Tennessee,118.9,10.03078,21.299999,,161.10001,27,0,0,1,8,0,0
990,1998,Tennessee,119.7,,,,167.7,28,0,0,1,9,0,0
991,1999,Tennessee,115.6,,,,189.5,29,0,0,1,10,0,0
992,2000,Tennessee,108.7,,,,261.20001,30,0,0,1,11,0,0
993,1970,Texas,106.4,,,0.1831414,40.400002,0,0,0,0,0,0,0
994,1971,Texas,108.9,,,0.1843086,42,1,0,0,0,0,0,0
995,1972,Texas,108.6,9.675209,,0.1854758,46.900002,2,0,0,0,0,0,0
996,1973,Texas,110.4,9.7254438,,0.186643,46.400002,3,0,0,0,0,0,0
997,1974,Texas,114.7,9.7229862,,0.1878102,47.5,4,0,0,0,0,0,0
998,1975,Texas,116,9.7346134,,0.18897741,50.599998,5,0,0,0,0,0,0
999,1976,Texas,121.4,9.7809973,,0.1901446,53.299999,6,0,0,0,0,0,0
1000,1977,Texas,124.2,9.8127384,,0.19131181,53.299999,7,0,0,0,0,0,0
1001,1978,Texas,126.6,9.8638067,,0.192479,59.099998,8,0,0,0,0,0,0
1002,1979,Texas,126.4,9.8775606,,0.19364619,62.200001,9,0,0,0,0,0,0
1003,1980,Texas,129.7,9.8685799,,0.1948134,63.700001,10,0,0,0,0,0,0
1004,1981,Texas,129,9.8981886,,0.1905501,66.900002,11,0,0,0,0,0,0
1005,1982,Texas,131.2,9.8872089,,0.1862867,73.800003,12,0,0,0,0,0,0
1006,1983,Texas,126.4,9.8802118,,0.18202341,84.099998,13,0,0,0,0,0,0
1007,1984,Texas,117.2,9.9096031,29.799999,0.17776,93.800003,14,0,0,0,0,0,0
1008,1985,Texas,115.9,9.9280357,29.1,0.17349669,102.1,15,0,0,0,0,0,0
1009,1986,Texas,113.7,9.8984003,29,0.16923331,105.5,16,0,0,0,0,0,0
1010,1987,Texas,105.8,9.8891201,27.5,0.16497,114.4,17,0,0,0,0,0,0
1011,1988,Texas,96.5,9.9052229,27.5,0.16070659,128,18,0,0,0,0,0,0
1012,1989,Texas,94.5,9.9191084,27.6,0.1564433,137,19,0,0,1,0,0,0
1013,1990,Texas,85.599998,9.9306412,29,0.1521799,145.7,20,0,0,1,1,0,0
1014,1991,Texas,79.400002,9.9306669,27.700001,,173.60001,21,0,0,1,2,0,0
1015,1992,Texas,77.199997,9.9572639,28.5,,186,22,0,0,1,3,0,0
1016,1993,Texas,81.300003,9.9642467,28.1,,204.60001,23,0,0,1,4,0,0
1017,1994,Texas,78.800003,9.9740763,28.299999,,177.7,24,0,0,1,5,0,0
1018,1995,Texas,75.199997,10.03184,27.1,,185,25,0,0,1,6,0,0
1019,1996,Texas,74.599998,10.05282,27.1,,188.39999,26,0,0,1,7,0,0
1020,1997,Texas,72.599998,10.0708,27,,189.8,27,0,0,1,8,0,0
1021,1998,Texas,73.199997,,,,201.8,28,0,0,1,9,0,0
1022,1999,Texas,67.599998,,,,225,29,0,0,1,10,0,0
1023,2000,Texas,69.300003,,,,292.29999,30,0,0,1,11,0,0
1024,1970,Utah,65.5,,,0.2020774,34.599998,0,0,0,0,0,0,0
1025,1971,Utah,67.699997,,,0.2020613,36.599998,1,0,0,0,0,0,0
1026,1972,Utah,71.300003,9.6011219,,0.2020452,37.200001,2,0,0,0,0,0,0
1027,1973,Utah,72.699997,9.626667,,0.2020292,36.5,3,0,0,0,0,0,0
1028,1974,Utah,75.599998,9.6121693,,0.20201311,37.799999,4,0,0,0,0,0,0
1029,1975,Utah,75.800003,9.6010208,,0.201997,40.5,5,0,0,0,0,0,0
1030,1976,Utah,77.900002,9.6451597,,0.2019809,43.400002,6,0,0,0,0,0,0
1031,1977,Utah,78,9.6734715,,0.2019648,44.700001,7,0,0,0,0,0,0
1032,1978,Utah,79.599998,9.7081699,,0.2019487,49.5,8,0,0,0,0,0,0
1033,1979,Utah,79.099998,9.6941032,,0.20193259,53.700001,9,0,0,0,0,0,0
1034,1980,Utah,74.800003,9.654541,,0.2019165,57.200001,10,0,0,0,0,0,0
1035,1981,Utah,77.599998,9.6400614,,0.198395,62.700001,11,0,0,0,0,0,0
1036,1982,Utah,73.599998,9.6280756,,0.1948735,68.099998,12,0,0,0,0,0,0
1037,1983,Utah,69,9.6433077,,0.19135199,82,13,0,0,0,0,0,0
1038,1984,Utah,66.300003,9.6788979,13.4,0.18783049,95.300003,14,0,0,0,0,0,0
1039,1985,Utah,66.5,9.6977673,13.8,0.18430901,104.6,15,0,0,0,0,0,0
1040,1986,Utah,64.400002,9.7155733,13.7,0.1807875,103.5,16,0,0,0,0,0,0
1041,1987,Utah,67.699997,9.7198858,13,0.177266,108.6,17,0,0,0,0,0,0
1042,1988,Utah,55,9.7291555,12.8,0.1737445,122.9,18,0,0,0,0,0,0
1043,1989,Utah,57,9.7460203,12.7,0.170223,135.60001,19,0,0,1,0,0,0
1044,1990,Utah,53.400002,9.7551594,12.7,0.1667015,151.89999,20,0,0,1,1,0,0
1045,1991,Utah,53.5,9.7621841,13.2,,167.10001,21,0,0,1,2,0,0
1046,1992,Utah,55,9.7833872,13,,170.10001,22,0,0,1,3,0,0
1047,1993,Utah,56.200001,9.7937174,21.9,,180.10001,23,0,0,1,4,0,0
1048,1994,Utah,55.799999,9.8366289,12.9,,160.39999,24,0,0,1,5,0,0
1049,1995,Utah,52,9.872345,12.8,,168.8,25,0,0,1,6,0,0
1050,1996,Utah,54,9.9047661,13.2,,174.89999,26,0,0,1,7,0,0
1051,1997,Utah,57,9.9155798,13,,186.2,27,0,0,1,8,0,0
1052,1998,Utah,42.299999,,,,222.7,28,0,0,1,9,0,0
1053,1999,Utah,43.900002,,,,243.7,29,0,0,1,10,0,0
1054,2000,Utah,40.700001,,,,312.89999,30,0,0,1,11,0,0
1055,1970,Vermont,122.6,,,0.1797753,37.700001,0,0,0,0,0,0,0
1056,1971,Vermont,124.4,,,0.1813672,39.5,1,0,0,0,0,0,0
1057,1972,Vermont,138,9.673069,,0.1829592,40,2,0,0,0,0,0,0
1058,1973,Vermont,146.8,9.6991587,,0.1845511,39.799999,3,0,0,0,0,0,0
1059,1974,Vermont,151.8,9.6617918,,0.1861431,41.299999,4,0,0,0,0,0,0
1060,1975,Vermont,155.5,9.6371241,,0.18773501,41.799999,5,0,0,0,0,0,0
1061,1976,Vermont,171.10001,9.6807137,,0.1893269,47.099998,6,0,0,0,0,0,0
1062,1977,Vermont,169.39999,9.6877613,,0.19091889,47,7,0,0,0,0,0,0
1063,1978,Vermont,162.39999,9.7469778,,0.1925108,52.5,8,0,0,0,0,0,0
1064,1979,Vermont,160.89999,9.747611,,0.19410279,54.799999,9,0,0,0,0,0,0
1065,1980,Vermont,161.60001,9.7229652,,0.1956947,58.900002,10,0,0,0,0,0,0
1066,1981,Vermont,163.8,9.7274399,,0.1911066,61,11,0,0,0,0,0,0
1067,1982,Vermont,162.3,9.7234392,,0.18651851,66.800003,12,0,0,0,0,0,0
1068,1983,Vermont,153.8,9.759017,,0.1819305,77,13,0,0,0,0,0,0
1069,1984,Vermont,144.3,9.8052397,26.299999,0.1773424,90.599998,14,0,0,0,0,0,0
1070,1985,Vermont,144.5,9.8485041,26.6,0.1727543,95.5,15,0,0,0,0,0,0
1071,1986,Vermont,131.2,9.9077749,27.6,0.16816621,104.9,16,0,0,0,0,0,0
1072,1987,Vermont,128.3,9.935688,27.799999,0.16357809,113.8,17,0,0,0,0,0,0
1073,1988,Vermont,128.7,9.9602709,27,0.15899,123.7,18,0,0,0,0,0,0
1074,1989,Vermont,120.9,9.9920559,26,0.1544019,129.7,19,0,0,1,0,0,0
1075,1990,Vermont,124.3,9.9729328,26.1,0.1498138,143.7,20,0,0,1,1,0,0
1076,1991,Vermont,120.9,9.9512835,25,,150.10001,21,0,0,1,2,0,0
1077,1992,Vermont,126.5,9.9767723,23.9,,168,22,0,0,1,3,0,0
1078,1993,Vermont,117.2,9.9796867,23.700001,,173.8,23,0,0,1,4,0,0
1079,1994,Vermont,120.3,9.9939384,23.299999,,159.60001,24,0,0,1,5,0,0
1080,1995,Vermont,123.2,10.04172,22.799999,,160.10001,25,0,0,1,6,0,0
1081,1996,Vermont,102.5,10.06101,23.299999,,196.39999,26,0,0,1,7,0,0
1082,1997,Vermont,97.699997,10.0434,2.5,,201.89999,27,0,0,1,8,0,0
1083,1998,Vermont,97,,,,213.89999,28,0,0,1,9,0,0
1084,1999,Vermont,94.099998,,,,233.7,29,0,0,1,10,0,0
1085,2000,Vermont,88.900002,,,,301.10001,30,0,0,1,11,0,0
1086,1970,Virginia,124.3,,,0.18942159,28.799999,0,0,0,0,0,0,0
1087,1971,Virginia,128.39999,,,0.1898735,30.200001,1,0,0,0,0,0,0
1088,1972,Virginia,137,9.7364054,,0.19032539,29.9,2,0,0,0,0,0,0
1089,1973,Virginia,143.10001,9.7815247,,0.1907773,30.1,3,0,0,0,0,0,0
1090,1974,Virginia,149.60001,9.7725172,,0.19122919,31.299999,4,0,0,0,0,0,0
1091,1975,Virginia,152.7,9.7617769,,0.1916811,33.599998,5,0,0,0,0,0,0
1092,1976,Virginia,158.10001,9.7995729,,0.19213299,37.900002,6,0,0,0,0,0,0
1093,1977,Virginia,157.7,9.828063,,0.1925849,38.400002,7,0,0,0,0,0,0
1094,1978,Virginia,155.89999,9.8681631,,0.19303671,42.799999,8,0,0,0,0,0,0
1095,1979,Virginia,151.8,9.8708868,,0.1934886,45.799999,9,0,0,0,0,0,0
1096,1980,Virginia,148.89999,9.8665924,,0.19394051,48.5,10,0,0,0,0,0,0
1097,1981,Virginia,149.89999,9.8671904,,0.1898061,51.799999,11,0,0,0,0,0,0
1098,1982,Virginia,147.39999,9.870553,,0.1856717,56.400002,12,0,0,0,0,0,0
1099,1983,Virginia,144.7,9.9070873,,0.1815373,68.800003,13,0,0,0,0,0,0
1100,1984,Virginia,136.8,9.9557095,22.4,0.1774029,76,14,0,0,0,0,0,0
1101,1985,Virginia,134.60001,9.9849701,22.4,0.1732686,83.599998,15,0,0,0,0,0,0
1102,1986,Virginia,135.8,10.03191,23.4,0.1691342,91.300003,16,0,0,0,0,0,0
1103,1987,Virginia,133,10.05443,23.5,0.1649998,94.599998,17,0,0,0,0,0,0
1104,1988,Virginia,129.5,10.07846,23.299999,0.1608654,102.1,18,0,0,0,0,0,0
1105,1989,Virginia,122.5,10.09796,23.6,0.15673099,109.4,19,0,0,1,0,0,0
1106,1990,Virginia,118.9,10.08653,24,0.15259659,128.60001,20,0,0,1,1,0,0
1107,1991,Virginia,109.1,10.07138,23,,136.5,21,0,0,1,2,0,0
1108,1992,Virginia,108.2,10.08065,22.5,,157.89999,22,0,0,1,3,0,0
1109,1993,Virginia,105.4,10.08279,22.200001,,165.7,23,0,0,1,4,0,0
1110,1994,Virginia,106.2,10.10628,21.700001,,156.5,24,0,0,1,5,0,0
1111,1995,Virginia,106.7,10.15624,20.700001,,157.5,25,0,0,1,6,0,0
1112,1996,Virginia,104.6,10.17183,20.6,,159.60001,26,0,0,1,7,0,0
1113,1997,Virginia,108,10.17056,20.5,,159.60001,27,0,0,1,8,0,0
1114,1998,Virginia,105.6,,,,162.2,28,0,0,1,9,0,0
1115,1999,Virginia,102.1,,,,183.7,29,0,0,1,10,0,0
1116,2000,Virginia,96.699997,,,,252.8,30,0,0,1,11,0,0
1117,1970,West Virginia,114.5,,,0.1725917,33.700001,0,0,0,0,0,0,0
1118,1971,West Virginia,111.5,,,0.1731274,41.599998,1,0,0,0,0,0,0
1119,1972,West Virginia,117.5,9.5429878,,0.17366309,41.299999,2,0,0,0,0,0,0
1120,1973,West Virginia,116.6,9.5696554,,0.17419881,39.900002,3,0,0,0,0,0,0
1121,1974,West Virginia,119.9,9.5655956,,0.1747345,42,4,0,0,0,0,0,0
1122,1975,West Virginia,123.2,9.5853043,,0.1752702,45.200001,5,0,0,0,0,0,0
1123,1976,West Virginia,129.7,9.6261644,,0.1758059,48.400002,6,0,0,0,0,0,0
1124,1977,West Virginia,133.89999,9.6583643,,0.17634159,48.900002,7,0,0,0,0,0,0
1125,1978,West Virginia,131.60001,9.6878462,,0.1768773,53.900002,8,0,0,0,0,0,0
1126,1979,West Virginia,122.1,9.6838675,,0.177413,62.400002,9,0,0,0,0,0,0
1127,1980,West Virginia,122.3,9.6520319,,0.1779487,64.300003,10,0,0,0,0,0,0
1128,1981,West Virginia,120.5,9.6292686,,0.17466921,66.199997,11,0,0,0,0,0,0
1129,1982,West Virginia,119.8,9.6267376,,0.17138959,75.099998,12,0,0,0,0,0,0
1130,1983,West Virginia,115.7,9.612957,,0.1681101,88.199997,13,0,0,0,0,0,0
1131,1984,West Virginia,111.9,9.6407785,19.700001,0.16483051,97.199997,14,0,0,0,0,0,0
1132,1985,West Virginia,109.1,9.6517162,19.700001,0.161551,103.2,15,0,0,0,0,0,0
1133,1986,West Virginia,112.1,9.6880007,19.6,0.1582714,104.1,16,0,0,0,0,0,0
1134,1987,West Virginia,107.5,9.6830807,19.9,0.15499189,112.8,17,0,0,0,0,0,0
1135,1988,West Virginia,109.1,9.7083006,20.1,0.1517123,122.2,18,0,0,0,0,0,0
1136,1989,West Virginia,104,9.7247725,20.200001,0.14843281,131.2,19,0,0,1,0,0,0
1137,1990,West Virginia,104.1,9.7483778,21.700001,0.14515319,142.89999,20,0,0,1,1,0,0
1138,1991,West Virginia,100.1,9.7575083,21.5,,144.10001,21,0,0,1,2,0,0
1139,1992,West Virginia,97.900002,9.7847652,21,,158.2,22,0,0,1,3,0,0
1140,1993,West Virginia,111,9.794651,21.6,,166.2,23,0,0,1,4,0,0
1141,1994,West Virginia,104.2,9.8301058,21.5,,150.10001,24,0,0,1,5,0,0
1142,1995,West Virginia,115.2,9.8342695,20.9,,156.8,25,0,0,1,6,0,0
1143,1996,West Virginia,112.7,9.8451862,21,,157.3,26,0,0,1,7,0,0
1144,1997,West Virginia,114.5,9.8371267,21,,160.89999,27,0,0,1,8,0,0
1145,1998,West Virginia,114.6,,,,171.10001,28,0,0,1,9,0,0
1146,1999,West Virginia,112.4,,,,192.39999,29,0,0,1,10,0,0
1147,2000,West Virginia,107.9,,,,253.7,30,0,0,1,11,0,0
1148,1970,Wisconsin,106.4,,,0.17428701,38.5,0,0,0,0,0,0,0
1149,1971,Wisconsin,105.4,,,0.1763441,40.200001,1,0,0,0,0,0,0
1150,1972,Wisconsin,108.8,9.749259,,0.1784011,40.299999,2,0,0,0,0,0,0
1151,1973,Wisconsin,109.5,9.7977514,,0.1804582,42.599998,3,0,0,0,0,0,0
1152,1974,Wisconsin,111.8,9.7823486,,0.1825152,43.900002,4,0,0,0,0,0,0
1153,1975,Wisconsin,113.5,9.7661839,,0.18457229,46.599998,5,0,0,0,0,0,0
1154,1976,Wisconsin,115.4,9.8076086,,0.1866294,51.299999,6,0,0,0,0,0,0
1155,1977,Wisconsin,117.2,9.8522978,,0.1886864,52.099998,7,0,0,0,0,0,0
1156,1978,Wisconsin,116.7,9.8898201,,0.19074351,57.099998,8,0,0,0,0,0,0
1157,1979,Wisconsin,117.1,9.892312,,0.1928006,58.700001,9,0,0,0,0,0,0
1158,1980,Wisconsin,117.6,9.8555841,,0.1948576,61.200001,10,0,0,0,0,0,0
1159,1981,Wisconsin,119.9,9.8342934,,0.1897798,64.900002,11,0,0,0,0,0,0
1160,1982,Wisconsin,115.6,9.8212986,,0.18470199,75,12,0,0,0,0,0,0
1161,1983,Wisconsin,106.3,9.8383503,,0.1796242,92,13,0,0,0,0,0,0
1162,1984,Wisconsin,105.6,9.8815489,32.900002,0.17454641,100.8,14,0,0,0,0,0,0
1163,1985,Wisconsin,107,9.8943863,32.099998,0.1694686,106.8,15,0,0,0,0,0,0
1164,1986,Wisconsin,105.4,9.9329729,32.700001,0.1643908,110.8,16,0,0,0,0,0,0
1165,1987,Wisconsin,106,9.9412937,31.5,0.15931299,116.3,17,0,0,0,0,0,0
1166,1988,Wisconsin,102.6,9.9472141,31,0.1542352,128.60001,18,0,0,0,0,0,0
1167,1989,Wisconsin,100.3,9.9652624,30.200001,0.1491573,138.3,19,0,0,1,0,0,0
1168,1990,Wisconsin,94,9.9693375,30.5,0.14407951,151.10001,20,0,0,1,1,0,0
1169,1991,Wisconsin,95.5,9.9605207,29,,158.60001,21,0,0,1,2,0,0
1170,1992,Wisconsin,96.199997,9.9926596,28.1,,176.5,22,0,0,1,3,0,0
1171,1993,Wisconsin,91.199997,9.9995327,28.299999,,195.5,23,0,0,1,4,0,0
1172,1994,Wisconsin,91.800003,10.03168,28.299999,,178.60001,24,0,0,1,5,0,0
1173,1995,Wisconsin,93.5,10.07112,28,,188,25,0,0,1,6,0,0
1174,1996,Wisconsin,92.099998,10.09,27.6,,200.5,26,0,0,1,7,0,0
1175,1997,Wisconsin,91.900002,10.09384,28.6,,200.7,27,0,0,1,8,0,0
1176,1998,Wisconsin,88.699997,,,,210.8,28,0,0,1,9,0,0
1177,1999,Wisconsin,84.400002,,,,243.5,29,0,0,1,10,0,0
1178,2000,Wisconsin,80.099998,,,,312.79999,30,0,0,1,11,0,0
1179,1970,Wyoming,132.2,,,0.1746988,34.099998,0,0,0,0,0,0,0
1180,1971,Wyoming,131.7,,,0.1772289,34.400002,1,0,0,0,0,0,0
1181,1972,Wyoming,140,9.7667103,,0.179759,34.400002,2,0,0,0,0,0,0
1182,1973,Wyoming,141.2,9.8434849,,0.1822892,34.400002,3,0,0,0,0,0,0
1183,1974,Wyoming,145.8,9.8592901,,0.1848193,35.799999,4,0,0,0,0,0,0
1184,1975,Wyoming,160.7,9.8481035,,0.18734939,38.599998,5,0,0,0,0,0,0
1185,1976,Wyoming,161.5,9.8714981,,0.18987951,42.599998,6,0,0,0,0,0,0
1186,1977,Wyoming,160.39999,9.9239206,,0.1924096,43.400002,7,0,0,0,0,0,0
1187,1978,Wyoming,160.3,10.00353,,0.19493981,49.799999,8,0,0,0,0,0,0
1188,1979,Wyoming,168.60001,10.01674,,0.19746991,51.700001,9,0,0,0,0,0,0
1189,1980,Wyoming,158.10001,10.01396,,0.2,55.299999,10,0,0,0,0,0,0
1190,1981,Wyoming,163.10001,9.9997196,,0.19355179,55.900002,11,0,0,0,0,0,0
1191,1982,Wyoming,157.7,9.9453144,,0.1871035,64.300003,12,0,0,0,0,0,0
1192,1983,Wyoming,141.2,9.8841877,,0.1806553,71,13,0,0,0,0,0,0
1193,1984,Wyoming,128.89999,9.8843517,26.299999,0.174207,81.699997,14,0,0,0,0,0,0
1194,1985,Wyoming,125.7,9.9106588,26,0.16775879,87.400002,15,0,0,0,0,0,0
1195,1986,Wyoming,124.8,9.8742666,24.5,0.1613106,97.800003,16,0,0,0,0,0,0
1196,1987,Wyoming,110.4,9.8398495,24.5,0.1548623,102.7,17,0,0,0,0,0,0
1197,1988,Wyoming,114.3,9.8706474,23.6,0.14841411,112.9,18,0,0,0,0,0,0
1198,1989,Wyoming,111.4,9.892477,23,0.1419659,118.6,19,0,0,1,0,0,0
1199,1990,Wyoming,96.900002,9.9393129,25.1,0.1355176,129.5,20,0,0,1,1,0,0
1200,1991,Wyoming,109.1,9.9784079,24.700001,,136,21,0,0,1,2,0,0
1201,1992,Wyoming,110.8,9.9793291,24.700001,,155.10001,22,0,0,1,3,0,0
1202,1993,Wyoming,108.4,9.9951229,24.299999,,166.89999,23,0,0,1,4,0,0
1203,1994,Wyoming,111.2,10.00381,25,,147.39999,24,0,0,1,5,0,0
1204,1995,Wyoming,115,10.00949,23.6,,153,25,0,0,1,6,0,0
1205,1996,Wyoming,110.3,10.01677,24.6,,162.5,26,0,0,1,7,0,0
1206,1997,Wyoming,108.8,10.02561,24.6,,164.10001,27,0,0,1,8,0,0
1207,1998,Wyoming,102.9,,,,168.8,28,0,0,1,9,0,0
1208,1999,Wyoming,104.8,,,,189.60001,29,0,0,1,10,0,0
1209,2000,Wyoming,90.5,,,,267.10001,30,0,0,1,11,0,0
